week_ending_date,state,data_as_of,COVID_deaths_weekly,COVID_deaths_total,crude_COVID_rate_weekly,aa_COVID_rate_weekly,crude_COVID_rate_total,aa_COVID_rate_total,COVID_pct_of_total_weekly
2020/10/17,MS ,2024/12/5,80,3233,2.7,2.3,109.6,93.3,11.6
2020/10/24,MS ,2024/12/5,87,3320,2.9,2.5,112.5,95.8,11.7
2020/10/31,MS ,2024/12/5,97,3417,3.3,2.7,115.8,98.5,13.2
2020/11/7,MS ,2024/12/5,106,3523,3.6,3,119.4,101.5,13.9
2020/11/14,MS ,2024/12/5,123,3646,4.2,3.5,123.6,105,14.9
2020/11/21,MS ,2024/12/5,138,3784,4.7,3.9,128.3,109,16.9
2020/11/28,MS ,2024/12/5,149,3933,5.1,4.4,133.3,113.3,18.4
2020/12/5,MS ,2024/12/5,195,4128,6.6,5.6,139.9,118.9,22.6
2020/12/12,MS ,2024/12/5,262,4390,8.9,7.7,148.8,126.6,26.8
2020/12/19,MS ,2024/12/5,233,4623,7.9,6.7,156.7,133.3,24.9
2020/12/26,MS ,2024/12/5,246,4869,8.3,7,165.1,140.3,24.7
2021/1/2,MS ,2024/12/5,295,5164,10,8.7,175.1,148.9,27.7
2021/1/9,MS ,2024/12/5,331,5495,11.2,9.4,186.3,158.3,31.4
2021/1/16,MS ,2024/12/5,322,5817,10.9,9.1,197.2,167.4,30.3
2021/1/23,MS ,2024/12/5,299,6116,10.1,8.4,207.3,175.8,29
2021/1/30,MS ,2024/12/5,230,6346,7.8,6.6,215.1,182.5,24.7
2021/2/6,MS ,2024/12/5,228,6574,7.7,6.4,222.9,188.8,25.4
2021/2/13,MS ,2024/12/5,152,6726,5.2,4.3,228,193.1,19.1
2021/2/20,MS ,2024/12/5,113,6839,3.8,3.1,231.8,196.2,13.6
2021/2/27,MS ,2024/12/5,116,6955,3.9,3.2,235.8,199.5,13.2
2021/3/6,MS ,2024/12/5,88,7043,3,2.4,238.7,201.9,11.8
2021/3/13,MS ,2024/12/5,67,7110,2.3,1.9,241,203.8,8.6
2021/3/20,MS ,2024/12/5,61,7171,2.1,1.8,243.1,205.6,8.7
2021/3/27,MS ,2024/12/5,47,7218,1.6,1.3,244.7,206.9,6.8
2021/4/3,MS ,2024/12/5,54,7272,1.8,1.5,246.5,208.4,8.2
2021/4/10,MS ,2024/12/5,51,7323,1.7,1.5,248.2,209.9,7.4
2021/4/17,MS ,2024/12/5,32,7355,1.1,0.9,249.3,210.8,4.7
2021/4/24,MS ,2024/12/5,41,7396,1.4,1.1,250.7,211.9,5.8
2021/5/1,MS ,2024/12/5,39,7435,1.3,1.1,252,213,5.5
2021/5/8,MS ,2024/12/5,28,7463,0.9,0.8,253,213.8,4.3
2021/5/15,MS ,2024/12/5,36,7499,1.2,1.1,254.2,214.9,5.5
2021/5/22,MS ,2024/12/5,40,7539,1.4,1.2,255.6,216.1,5.7
2021/5/29,MS ,2024/12/5,47,7586,1.6,1.5,257.2,217.6,6.6
2021/6/5,MS ,2024/12/5,28,7614,0.9,0.8,258.1,218.4,4.3
2021/6/12,MS ,2024/12/5,26,7640,0.9,0.7,259,219.1,3.7
2021/6/19,MS ,2024/12/5,23,7663,0.8,0.7,259.8,219.8,3.5
2021/6/26,MS ,2024/12/5,19,7682,,,260.4,220.4,2.8
2021/7/3,MS ,2024/12/5,21,7703,0.7,0.6,261.1,221,3.2
2021/7/10,MS ,2024/12/5,24,7727,0.8,0.7,261.9,221.7,3.6
2021/7/17,MS ,2024/12/5,44,7771,1.5,1.3,263.4,223,6.1
2021/7/24,MS ,2024/12/5,64,7835,2.2,1.9,265.6,224.9,8.5
2021/7/31,MS ,2024/12/5,92,7927,3.1,2.7,268.7,227.6,11.7
2021/8/7,MS ,2024/12/5,182,8109,6.2,5.5,274.9,233.1,21
2021/8/14,MS ,2024/12/5,241,8350,8.2,7.2,283.1,240.3,25.4
2021/8/21,MS ,2024/12/5,325,8675,11,9.6,294.1,249.9,32.4
2021/8/28,MS ,2024/12/5,333,9008,11.3,9.7,305.4,259.6,31.7
2021/9/4,MS ,2024/12/5,317,9325,10.7,9.1,316.1,268.7,32.3
2021/9/11,MS ,2024/12/5,301,9626,10.2,8.7,326.3,277.3,29.3
2021/9/18,MS ,2024/12/5,254,9880,8.6,7.4,334.9,284.8,26.7
2021/9/25,MS ,2024/12/5,196,10076,6.6,5.8,341.6,290.6,22.4
2021/10/2,MS ,2024/12/5,144,10220,4.9,4.2,346.4,294.8,18
2021/10/9,MS ,2024/12/5,93,10313,3.2,2.7,349.6,297.5,13.8
2021/10/16,MS ,2024/12/5,90,10403,3.1,2.6,352.6,300.1,12.4
2021/10/23,MS ,2024/12/5,81,10484,2.7,2.3,355.4,302.4,10.7
2021/10/30,MS ,2024/12/5,50,10534,1.7,1.5,357.1,303.9,7.2
2021/11/6,MS ,2024/12/5,49,10583,1.7,1.4,358.8,305.2,6.5
2021/11/13,MS ,2024/12/5,41,10624,1.4,1.2,360.1,306.4,5.6
2021/11/20,MS ,2024/12/5,29,10653,1,0.8,361.1,307.2,4.1
2021/11/27,MS ,2024/12/5,42,10695,1.4,1.2,362.5,308.4,5.7
2021/12/4,MS ,2024/12/5,30,10725,1,0.8,363.6,309.3,4.1
2021/12/11,MS ,2024/12/5,41,10766,1.4,1.2,365,310.5,5.7
2021/12/18,MS ,2024/12/5,51,10817,1.7,1.4,366.7,311.9,6.6
2021/12/25,MS ,2024/12/5,60,10877,2,1.7,368.7,313.7,8.2
2022/1/1,MS ,2024/12/5,77,10954,2.6,2.2,371.3,315.9,9.1
2022/1/8,MS ,2024/12/5,131,11085,4.4,3.9,375.8,319.8,15.2
2022/1/15,MS ,2024/12/5,216,11301,7.3,6.3,383.1,326.1,22.7
2022/1/22,MS ,2024/12/5,287,11588,9.7,8.4,392.8,334.5,27.6
2022/1/29,MS ,2024/12/5,303,11891,10.3,8.7,403.1,343.2,30
2022/2/5,MS ,2024/12/5,329,12220,11.2,9.5,414.2,352.7,32.4
2022/2/12,MS ,2024/12/5,235,12455,8,6.7,422.2,359.4,24.8
2022/2/19,MS ,2024/12/5,196,12651,6.6,5.4,428.9,364.8,21.5
2022/2/26,MS ,2024/12/5,118,12769,4,3.3,432.9,368.1,15.4
2022/3/5,MS ,2024/12/5,108,12877,3.7,3,436.5,371,13.9
2022/3/12,MS ,2024/12/5,76,12953,2.6,2.2,439.1,373.2,10.6
2022/3/19,MS ,2024/12/5,44,12997,1.5,1.3,440.6,374.5,6
2022/3/26,MS ,2024/12/5,30,13027,1,0.8,441.6,375.3,4.5
2022/4/2,MS ,2024/12/5,24,13051,0.8,0.7,442.4,376,3.8
2022/4/9,MS ,2024/12/5,26,13077,0.9,0.7,443.3,376.7,3.9
2022/4/16,MS ,2024/12/5,29,13106,1,0.9,444.3,377.6,4.2
2022/4/23,MS ,2024/12/5,17,13123,,,444.9,378.1,2.5
2022/4/30,MS ,2024/12/5,11,13134,,,445.2,378.4,1.9
2022/5/7,MS ,2024/12/5,,13142,,,445.5,378.7,
2022/5/14,MS ,2024/12/5,16,13158,,,446,379.1,2.4
2022/5/21,MS ,2024/12/5,,13167,,,446.3,379.4,
2022/5/28,MS ,2024/12/5,15,13182,,,446.9,379.8,2.4
2022/6/4,MS ,2024/12/5,14,13196,,,447.3,380.2,2.1
2022/6/11,MS ,2024/12/5,17,13213,,,447.9,380.7,2.6
2022/6/18,MS ,2024/12/5,20,13233,0.7,0.6,448.6,381.3,3.2
2022/6/25,MS ,2024/12/5,36,13269,1.2,1,449.8,382.3,5.5
2022/7/2,MS ,2024/12/5,33,13302,1.1,1,450.9,383.3,4.9
2022/7/9,MS ,2024/12/5,41,13343,1.4,1.2,452.3,384.5,5.8
2022/7/16,MS ,2024/12/5,52,13395,1.8,1.5,454.1,386,7.7
2022/7/23,MS ,2024/12/5,59,13454,2,1.8,456.1,387.7,8.4
2022/7/30,MS ,2024/12/5,47,13501,1.6,1.4,457.7,389.1,6.9
2022/8/6,MS ,2024/12/5,48,13549,1.6,1.4,459.3,390.5,6.5
2022/8/13,MS ,2024/12/5,55,13604,1.9,1.6,461.2,392.1,8
2022/8/20,MS ,2024/12/5,37,13641,1.3,1.1,462.4,393.2,5.7
2022/8/27,MS ,2024/12/5,45,13686,1.5,1.3,463.9,394.5,7.1
2022/9/3,MS ,2024/12/5,38,13724,1.3,1.1,465.2,395.6,5.1
2022/9/10,MS ,2024/12/5,34,13758,1.2,1,466.4,396.6,5.1
2022/9/17,MS ,2024/12/5,50,13808,1.7,1.5,468.1,398.1,7.7
2022/9/24,MS ,2024/12/5,37,13845,1.3,1.1,469.3,399.2,5.5
2022/10/1,MS ,2024/12/5,21,13866,0.7,0.7,470,399.8,3.2
2022/10/8,MS ,2024/12/5,25,13891,0.8,0.8,470.9,400.6,3.6
2022/10/15,MS ,2024/12/5,32,13923,1.1,1,472,401.6,4.6
2022/10/22,MS ,2024/12/5,18,13941,,,472.6,402.1,2.5
2022/10/29,MS ,2024/12/5,23,13964,0.8,0.7,473.4,402.8,3.3
2022/11/5,MS ,2024/12/5,24,13988,0.8,0.7,474.2,403.5,3.5
2022/11/12,MS ,2024/12/5,15,14003,,,474.7,403.9,2.2
2022/11/19,MS ,2024/12/5,11,14014,,,475.1,404.2,1.6
2022/11/26,MS ,2024/12/5,22,14036,0.7,0.6,475.8,404.9,3
2022/12/3,MS ,2024/12/5,20,14056,0.7,0.6,476.5,405.5,2.7
2022/12/10,MS ,2024/12/5,40,14096,1.4,1.3,477.8,406.7,5.1
2022/12/17,MS ,2024/12/5,28,14124,0.9,0.8,478.8,407.5,4
2022/12/24,MS ,2024/12/5,24,14148,0.8,0.7,479.6,408.3,3.2
2022/12/31,MS ,2024/12/5,38,14186,1.3,1.1,480.9,409.4,4.8
2023/1/7,MS ,2024/12/5,47,14233,1.6,1.4,482.5,410.7,6.1
2023/1/14,MS ,2024/12/5,34,14267,1.2,1,483.6,411.7,4.4
2023/1/21,MS ,2024/12/5,53,14320,1.8,1.6,485.4,413.3,7.4
2023/1/28,MS ,2024/12/5,34,14354,1.2,1,486.6,414.3,5.2
2023/2/4,MS ,2024/12/5,34,14388,1.2,1,487.7,415.3,4.7
2023/2/11,MS ,2024/12/5,22,14410,0.7,0.7,488.5,416,3.2
2023/2/18,MS ,2024/12/5,34,14444,1.2,1,489.6,417,4.7
2023/2/25,MS ,2024/12/5,29,14473,1,0.8,490.6,417.8,4.2
2023/3/4,MS ,2024/12/5,25,14498,0.8,0.7,491.5,418.6,4
2023/3/11,MS ,2024/12/5,22,14520,0.7,0.6,492.2,419.2,3.2
2023/3/18,MS ,2024/12/5,13,14533,,,492.6,419.5,2
2023/3/25,MS ,2024/12/5,21,14554,0.7,0.6,493.4,420.1,3.1
2023/4/1,MS ,2024/12/5,16,14570,,,493.9,420.6,2.5
2023/4/8,MS ,2024/12/5,19,14589,,,494.5,421.2,3
2023/4/15,MS ,2024/12/5,17,14606,,,495.1,421.7,2.7
2023/4/22,MS ,2024/12/5,14,14620,,,495.6,422.1,2.4
2023/4/29,MS ,2024/12/5,16,14636,,,496.1,422.6,2.5
2023/5/6,MS ,2024/12/5,16,14652,,,496.7,423,2.3
2023/5/13,MS ,2024/12/5,,14659,,,496.9,423.2,
2023/5/20,MS ,2024/12/5,,14664,,,497.1,423.4,
2023/5/27,MS ,2024/12/5,14,14678,,,497.6,423.8,2.2
2023/6/3,MS ,2024/12/5,18,14696,,,498.2,424.3,2.9
2023/6/10,MS ,2024/12/5,11,14707,,,498.5,424.6,1.7
2023/6/17,MS ,2024/12/5,10,14717,,,498.9,424.9,1.6
2023/6/24,MS ,2024/12/5,15,14732,,,499.4,425.3,2.3
2023/7/1,MS ,2024/12/5,,14739,,,499.6,425.5,
2023/7/8,MS ,2024/12/5,,14746,,,499.9,425.7,
2023/7/15,MS ,2024/12/5,,14753,,,500.1,425.9,
2023/7/22,MS ,2024/12/5,10,14763,,,500.4,426.2,1.6
2023/7/29,MS ,2024/12/5,10,14773,,,500.8,426.5,1.5
2023/8/5,MS ,2024/12/5,,14782,,,501.1,426.7,
2023/8/12,MS ,2024/12/5,,14789,,,501.3,427,
2023/8/19,MS ,2024/12/5,17,14806,,,501.9,427.4,2.5
2023/8/26,MS ,2024/12/5,17,14823,,,502.5,427.9,2.5
2023/9/2,MS ,2024/12/5,27,14850,0.9,0.7,503.4,428.7,4.1
2023/9/9,MS ,2024/12/5,18,14868,,,504,429.2,2.8
2023/9/16,MS ,2024/12/5,23,14891,0.8,0.7,504.8,429.9,3.5
2023/9/23,MS ,2024/12/5,18,14909,,,505.4,430.4,2.6
2023/9/30,MS ,2024/12/5,23,14932,0.8,0.7,506.2,431,3.5
2023/10/7,MS ,2024/12/5,30,14962,1,0.9,507.2,431.9,4.1
2023/10/14,MS ,2024/12/5,18,14980,,,507.8,432.5,2.8
2023/10/21,MS ,2024/12/5,15,14995,,,508.3,432.9,2.2
2023/10/28,MS ,2024/12/5,12,15007,,,508.7,433.3,1.9
2023/11/4,MS ,2024/12/5,22,15029,0.7,0.6,509.5,433.9,3.1
2023/11/11,MS ,2024/12/5,15,15044,,,510,434.3,2.2
2023/11/18,MS ,2024/12/5,14,15058,,,510.4,434.8,2.1
2023/11/25,MS ,2024/12/5,12,15070,,,510.9,435.1,1.8
2023/12/2,MS ,2024/12/5,14,15084,,,511.3,435.6,2
2023/12/9,MS ,2024/12/5,30,15114,1,0.9,512.3,436.5,4.1
2023/12/16,MS ,2024/12/5,12,15126,,,512.8,436.8,1.7
2023/12/23,MS ,2024/12/5,26,15152,0.9,0.7,513.6,437.6,3.5
2023/12/30,MS ,2024/12/5,27,15179,0.9,0.8,514.5,438.4,3.5
2024/1/6,MS ,2024/12/5,34,15213,1.2,1,515.7,439.4,4.1
2024/1/13,MS ,2024/12/5,27,15240,0.9,0.8,516.6,440.2,3.4
2024/1/20,MS ,2024/12/5,32,15272,1.1,0.9,517.7,441.1,3.7
2024/1/27,MS ,2024/12/5,37,15309,1.3,1,519,442.2,4.8
2024/2/3,MS ,2024/12/5,32,15341,1.1,1,520,443.1,4.2
2024/2/10,MS ,2024/12/5,14,15355,,,520.5,443.5,1.9
2024/2/17,MS ,2024/12/5,18,15373,,,521.1,444,2.6
2024/2/24,MS ,2024/12/5,18,15391,,,521.7,444.5,2.7
2024/3/2,MS ,2024/12/5,27,15418,0.9,0.8,522.7,445.3,3.9
2024/3/9,MS ,2024/12/5,30,15448,1,0.8,523.7,446.1,4.4
2024/3/16,MS ,2024/12/5,24,15472,0.8,0.7,524.5,446.8,3.5
2024/3/23,MS ,2024/12/5,12,15484,,,524.9,447.2,2
2024/3/30,MS ,2024/12/5,,15492,,,525.2,447.4,
2024/4/6,MS ,2024/12/5,19,15511,,,525.8,448,2.9
2024/4/13,MS ,2024/12/5,10,15521,,,526.1,448.3,1.6
2024/4/20,MS ,2024/12/5,,15530,,,526.4,448.6,
2024/4/27,MS ,2024/12/5,11,15541,,,526.8,448.9,1.7
2024/5/4,MS ,2024/12/5,10,15551,,,527.2,449.2,1.5
2024/5/11,MS ,2024/12/5,,15555,,,527.3,449.3,
2024/5/18,MS ,2024/12/5,,15561,,,527.5,449.5,
2024/5/25,MS ,2024/12/5,,15565,,,527.6,449.6,
2024/6/1,MS ,2024/12/5,,15573,,,527.9,449.8,
2024/6/8,MS ,2024/12/5,,15575,,,528,449.9,
2024/6/15,MS ,2024/12/5,,15581,,,528.2,450,
2024/6/22,MS ,2024/12/5,,15589,,,528.4,450.3,
2024/6/29,MS ,2024/12/5,,15593,,,528.6,450.4,
2024/7/6,MS ,2024/12/5,,15601,,,528.9,450.6,
2024/7/13,MS ,2024/12/5,14,15615,,,529.3,451.1,2.2
2024/7/20,MS ,2024/12/5,11,15626,,,529.7,451.4,1.7
2024/7/27,MS ,2024/12/5,16,15642,,,530.2,451.8,2.5
2024/8/3,MS ,2024/12/5,15,15657,,,530.8,452.3,2.2
2024/8/10,MS ,2024/12/5,19,15676,,,531.4,452.8,2.8
2024/8/17,MS ,2024/12/5,21,15697,0.7,0.6,532.1,453.4,3.2
2024/8/24,MS ,2024/12/5,20,15717,0.7,0.6,532.8,454,3.1
2024/8/31,MS ,2024/12/5,19,15736,,,533.4,454.6,2.9
2024/9/7,MS ,2024/12/5,19,15755,,,534.1,455.1,2.9
2024/9/14,MS ,2024/12/5,22,15777,0.7,0.6,534.8,455.7,3.3
2024/9/21,MS ,2024/12/5,18,15795,,,535.4,456.2,2.9
2024/9/28,MS ,2024/12/5,12,15807,,,535.8,456.5,1.8
2024/10/5,MS ,2024/12/5,12,15819,,,536.2,456.9,1.9
2024/10/12,MS ,2024/12/5,,15828,,,536.5,457.1,
2024/10/19,MS ,2024/12/5,13,15841,,,537,457.5,2
2024/10/26,MS ,2024/12/5,,15844,,,537.1,457.6,
2024/11/2,MS ,2024/12/5,,15847,,,537.2,457.7,
2024/11/9,MS ,2024/12/5,12,15859,,,537.6,458,2.1
2024/11/16,MS ,2024/12/5,14,15873,,,538.1,458.4,2.8
2024/11/23,MS ,2024/12/5,,15876,,,538.2,458.5,
2024/11/30,MS ,2024/12/5,,15882,,,538.4,458.6,
2020/1/4,MO ,2024/12/5,0,0,0,0,0,0,0
2020/1/11,MO ,2024/12/5,0,0,0,0,0,0,0
2020/1/18,MO ,2024/12/5,0,0,0,0,0,0,0
2020/1/25,MO ,2024/12/5,0,0,0,0,0,0,0
2020/2/1,MO ,2024/12/5,0,0,0,0,0,0,0
2020/2/8,MO ,2024/12/5,0,0,0,0,0,0,0
2020/2/15,MO ,2024/12/5,0,0,0,0,0,0,0
2020/2/22,MO ,2024/12/5,0,0,0,0,0,0,0
2020/2/29,MO ,2024/12/5,0,0,0,0,0,0,0
2020/3/7,MO ,2024/12/5,0,0,0,0,0,0,0
2020/3/14,MO ,2024/12/5,0,0,0,0,0,0,0
2020/3/21,MO ,2024/12/5,,,,,,,
2020/3/28,MO ,2024/12/5,16,18,,,,,1.2
2020/4/4,MO ,2024/12/5,57,75,0.9,0.7,1.2,0.9,4.5
2020/4/11,MO ,2024/12/5,92,167,1.5,1.2,2.7,2.1,6.4
2020/4/18,MO ,2024/12/5,88,255,1.4,1.1,4.1,3.2,6.7
2020/4/25,MO ,2024/12/5,127,382,2.1,1.6,6.2,4.8,9
2020/5/2,MO ,2024/12/5,119,501,1.9,1.5,8.1,6.3,8.8
2020/5/9,MO ,2024/12/5,123,624,2,1.6,10.1,7.9,8.9
2020/5/16,MO ,2024/12/5,94,718,1.5,1.2,11.6,9.1,7.2
2020/5/23,MO ,2024/12/5,78,796,1.3,1,12.9,10.1,6.2
2020/5/30,MO ,2024/12/5,57,853,0.9,0.7,13.8,10.9,4.8
2020/6/6,MO ,2024/12/5,50,903,0.8,0.7,14.6,11.6,4
2020/6/13,MO ,2024/12/5,42,945,0.7,0.6,15.3,12.1,3.4
2020/6/20,MO ,2024/12/5,42,987,0.7,0.5,16,12.7,3.5
2020/6/27,MO ,2024/12/5,43,1030,0.7,0.6,16.7,13.2,3.5
2020/7/4,MO ,2024/12/5,40,1070,0.6,0.5,17.3,13.7,3.2
2020/7/11,MO ,2024/12/5,37,1107,0.6,0.5,17.9,14.2,2.9
2020/7/18,MO ,2024/12/5,51,1158,0.8,0.7,18.8,14.9,3.8
2020/7/25,MO ,2024/12/5,88,1246,1.4,1.1,20.2,16,6.7
2020/8/1,MO ,2024/12/5,76,1322,1.2,1,21.4,17,5.8
2020/8/8,MO ,2024/12/5,90,1412,1.5,1.1,22.9,18.1,6.9
2020/8/15,MO ,2024/12/5,105,1517,1.7,1.3,24.6,19.5,7.8
2020/8/22,MO ,2024/12/5,106,1623,1.7,1.4,26.3,20.8,7.8
2020/8/29,MO ,2024/12/5,120,1743,1.9,1.6,28.3,22.4,9.1
2020/9/5,MO ,2024/12/5,113,1856,1.8,1.5,30.1,23.8,8.3
2020/9/12,MO ,2024/12/5,154,2010,2.5,2,32.6,25.8,11.4
2020/9/19,MO ,2024/12/5,132,2142,2.1,1.7,34.7,27.5,9.6
2020/9/26,MO ,2024/12/5,182,2324,3,2.3,37.7,29.8,12.9
2020/10/3,MO ,2024/12/5,235,2559,3.8,3,41.5,32.9,16
2020/10/10,MO ,2024/12/5,220,2779,3.6,2.8,45.1,35.7,14.9
2020/10/17,MO ,2024/12/5,216,2995,3.5,2.8,48.6,38.5,14.5
2020/10/24,MO ,2024/12/5,253,3248,4.1,3.3,52.7,41.7,16.4
2020/10/31,MO ,2024/12/5,297,3545,4.8,3.7,57.5,45.5,19.2
2020/11/7,MO ,2024/12/5,379,3924,6.1,4.9,63.6,50.4,21.7
2020/11/14,MO ,2024/12/5,450,4374,7.3,5.7,70.9,56.1,25
2020/11/21,MO ,2024/12/5,491,4865,8,6.4,78.9,62.5,26.9
2020/11/28,MO ,2024/12/5,575,5440,9.3,7.4,88.2,69.8,30.9
2020/12/5,MO ,2024/12/5,565,6005,9.2,7.1,97.4,77,29.4
2020/12/12,MO ,2024/12/5,560,6565,9.1,7.1,106.4,84.1,28.5
2020/12/19,MO ,2024/12/5,492,7057,8,6.3,114.4,90.4,26.8
2020/12/26,MO ,2024/12/5,468,7525,7.6,6.1,122,96.4,26.4
2021/1/2,MO ,2024/12/5,438,7963,7.1,5.5,129.1,102,25.1
2021/1/9,MO ,2024/12/5,428,8391,6.9,5.4,136,107.4,24.9
2021/1/16,MO ,2024/12/5,405,8796,6.6,5.2,142.6,112.6,23.4
2021/1/23,MO ,2024/12/5,368,9164,6,4.7,148.6,117.3,22.1
2021/1/30,MO ,2024/12/5,284,9448,4.6,3.6,153.2,120.9,18
2021/2/6,MO ,2024/12/5,201,9649,3.3,2.6,156.4,123.5,13.4
2021/2/13,MO ,2024/12/5,176,9825,2.9,2.2,159.3,125.7,12.7
2021/2/20,MO ,2024/12/5,127,9952,2.1,1.6,161.3,127.3,8.7
2021/2/27,MO ,2024/12/5,102,10054,1.7,1.3,163,128.6,7.6
2021/3/6,MO ,2024/12/5,82,10136,1.3,1,164.3,129.6,6.1
2021/3/13,MO ,2024/12/5,63,10199,1,0.8,165.3,130.4,5
2021/3/20,MO ,2024/12/5,55,10254,0.9,0.7,166.2,131.1,4.6
2021/3/27,MO ,2024/12/5,72,10326,1.2,0.9,167.4,132,5.4
2021/4/3,MO ,2024/12/5,59,10385,1,0.8,168.4,132.7,4.8
2021/4/10,MO ,2024/12/5,51,10436,0.8,0.7,169.2,133.4,3.8
2021/4/17,MO ,2024/12/5,51,10487,0.8,0.7,170,134.1,4
2021/4/24,MO ,2024/12/5,49,10536,0.8,0.6,170.8,134.7,3.9
2021/5/1,MO ,2024/12/5,56,10592,0.9,0.7,171.7,135.4,4.5
2021/5/8,MO ,2024/12/5,45,10637,0.7,0.6,172.4,136,3.8
2021/5/15,MO ,2024/12/5,54,10691,0.9,0.7,173.3,136.6,4.2
2021/5/22,MO ,2024/12/5,46,10737,0.7,0.6,174.1,137.2,3.7
2021/5/29,MO ,2024/12/5,34,10771,0.6,0.5,174.6,137.7,2.8
2021/6/5,MO ,2024/12/5,38,10809,0.6,0.5,175.2,138.1,3
2021/6/12,MO ,2024/12/5,62,10871,1,0.8,176.2,139,4.8
2021/6/19,MO ,2024/12/5,54,10925,0.9,0.7,177.1,139.7,4.4
2021/6/26,MO ,2024/12/5,87,11012,1.4,1.2,178.5,140.9,6.5
2021/7/3,MO ,2024/12/5,78,11090,1.3,1,179.8,141.9,6.2
2021/7/10,MO ,2024/12/5,102,11192,1.7,1.4,181.4,143.3,7.5
2021/7/17,MO ,2024/12/5,171,11363,2.8,2.1,184.2,145.4,12.1
2021/7/24,MO ,2024/12/5,190,11553,3.1,2.6,187.3,148,13.6
2021/7/31,MO ,2024/12/5,234,11787,3.8,3.1,191.1,151.1,15.9
2021/8/7,MO ,2024/12/5,303,12090,4.9,4,196,155,19
2021/8/14,MO ,2024/12/5,314,12404,5.1,4.1,201.1,159.2,19.5
2021/8/21,MO ,2024/12/5,311,12715,5,4.1,206.1,163.3,19.2
2021/8/28,MO ,2024/12/5,328,13043,5.3,4.3,211.5,167.6,20.5
2021/9/4,MO ,2024/12/5,282,13325,4.6,3.7,216,171.3,18.9
2021/9/11,MO ,2024/12/5,219,13544,3.6,2.8,219.6,174.1,15.4
2021/9/18,MO ,2024/12/5,244,13788,4,3.2,223.5,177.3,16.3
2021/9/25,MO ,2024/12/5,215,14003,3.5,2.8,227,180.1,14
2021/10/2,MO ,2024/12/5,203,14206,3.3,2.6,230.3,182.8,13.7
2021/10/9,MO ,2024/12/5,160,14366,2.6,2.1,232.9,184.9,11.8
2021/10/16,MO ,2024/12/5,151,14517,2.4,1.9,235.4,186.8,10.7
2021/10/23,MO ,2024/12/5,115,14632,1.9,1.6,237.2,188.4,8.7
2021/10/30,MO ,2024/12/5,119,14751,1.9,1.6,239.1,190,8.6
2021/11/6,MO ,2024/12/5,114,14865,1.8,1.5,241,191.5,8.3
2021/11/13,MO ,2024/12/5,96,14961,1.6,1.3,242.6,192.8,6.7
2021/11/20,MO ,2024/12/5,112,15073,1.8,1.4,244.4,194.2,7.9
2021/11/27,MO ,2024/12/5,139,15212,2.3,1.7,246.6,195.9,9.7
2021/12/4,MO ,2024/12/5,156,15368,2.5,2,249.1,198,10.8
2021/12/11,MO ,2024/12/5,220,15588,3.6,2.9,252.7,200.8,14.3
2021/12/18,MO ,2024/12/5,243,15831,3.9,3.1,256.7,203.9,15.6
2021/12/25,MO ,2024/12/5,270,16101,4.4,3.6,261,207.5,16.9
2022/1/1,MO ,2024/12/5,296,16397,4.8,3.8,265.8,211.3,18.3
2022/1/8,MO ,2024/12/5,402,16799,6.5,5.2,272.3,216.5,22.1
2022/1/15,MO ,2024/12/5,479,17278,7.8,6.2,280.1,222.7,25
2022/1/22,MO ,2024/12/5,513,17791,8.3,6.6,288.4,229.3,26.8
2022/1/29,MO ,2024/12/5,463,18254,7.5,6,295.9,235.3,24.9
2022/2/5,MO ,2024/12/5,419,18673,6.8,5.4,302.7,240.7,23.1
2022/2/12,MO ,2024/12/5,343,19016,5.6,4.4,308.3,245.1,20.2
2022/2/19,MO ,2024/12/5,277,19293,4.5,3.5,312.8,248.6,17.9
2022/2/26,MO ,2024/12/5,153,19446,2.5,2,315.3,250.6,10.5
2022/3/5,MO ,2024/12/5,119,19565,1.9,1.5,317.2,252.1,8.5
2022/3/12,MO ,2024/12/5,94,19659,1.5,1.2,318.7,253.3,6.8
2022/3/19,MO ,2024/12/5,65,19724,1.1,0.8,319.8,254.1,5
2022/3/26,MO ,2024/12/5,59,19783,1,0.8,320.7,254.9,4.6
2022/4/2,MO ,2024/12/5,39,19822,0.6,0.5,321.4,255.4,3.3
2022/4/9,MO ,2024/12/5,40,19862,0.6,0.5,322,255.9,3.1
2022/4/16,MO ,2024/12/5,26,19888,0.4,0.3,322.4,256.2,2
2022/4/23,MO ,2024/12/5,26,19914,0.4,0.4,322.9,256.6,2.2
2022/4/30,MO ,2024/12/5,18,19932,,,323.1,256.8,1.5
2022/5/7,MO ,2024/12/5,26,19958,0.4,0.4,323.6,257.2,2
2022/5/14,MO ,2024/12/5,21,19979,0.3,0.3,323.9,257.5,1.6
2022/5/21,MO ,2024/12/5,18,19997,,,324.2,257.7,1.5
2022/5/28,MO ,2024/12/5,22,20019,0.4,0.3,324.6,258,1.8
2022/6/4,MO ,2024/12/5,28,20047,0.5,0.4,325,258.4,2.2
2022/6/11,MO ,2024/12/5,26,20073,0.4,0.4,325.4,258.7,2.2
2022/6/18,MO ,2024/12/5,24,20097,0.4,0.3,325.8,259,1.9
2022/6/25,MO ,2024/12/5,41,20138,0.7,0.6,326.5,259.6,3
2022/7/2,MO ,2024/12/5,45,20183,0.7,0.6,327.2,260.2,3.6
